CompanyName,Year_Founded,HeadQuarter,Founders,Investor,Industry,Head Quarter,Industry In,AboutCompany,Amount in ($),Funding_Round_Series
Codingal,2020,Bangalore,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",,Bangalore,EdTech,Coding education platform for K-12 students,560000.0,Seed
CRED,2018,Bangalore,Kunal Shah,"General Catalyst, Ribbit Capital",,Bangalore,Finance company,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,80000000.0,Series C
SAWO Labs,2020,Mumbai,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",,Mumbai,SaaS platform,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,600000.0,Seed
GetWork,2019,Gurugram,Rahul Veerwal,India Accelerator,,Gurugram,HR Tech,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,40000.0,Pre-seed
Mobile Premier League (MPL),2018,Bangalore,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",,Bangalore,Gaming,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,500000.0,Series B
NewsReach,2018,Gujarat,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",,Gujarat,Digital Media,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,1500000.0,Seed
Cashfree,2015,Bangalore,"Akash Sinha, Reeju Datta","George Osborne, Smilegate Investment",,Bangalore,FinTech,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,35000000.0,Series B
Credgenics,2018,New Delhi,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",,New Delhi,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",3000000.0,Pre-series A
GeoIQ,2018,Bangalore,"Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",,Bangalore,AI startup,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.",300000.0,Seed
Country Delight,2015,Haryana,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",,Haryana,Dairy startup,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,25000000.0,Series C
Quintype,2014,Bangalore,Chirdeep Shetty,IIFL AMC,,Bangalore,Content management,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",3500000.0,Series A
CARS24,2015,Haryana,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings",,Haryana,Retail,CARS24 is an India-based platform for selling used cars.,200000000.0,Series E
Cityflo,2015,Mumbai,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",,Mumbai,Transportation,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,7000000.0,Series A
Credgenics,2018,Gurugram,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",,Gurugram,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",3000000.0,Pre-series A
Ensuredit,2019,Gurugram,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,,Gurugram,FinTech,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,300000.0,Pre-series A
Shipsy,2015,Gurugram,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",,Gurugram,AI Company,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,6000000.0,Series A
Yellow Classes,2020,Gurugram,"Arpit Mittal, Anshul Gupta",India Quotient,,Gurugram,EdTech,New-age fun-learning platform for kids.,1300000.0,Pre-series A
Country Delight,2015,Haryana,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India",,Haryana,Food and Beverages,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,25000000.0,Series C
SignalX,2018,Hyderabad,"Govind Balachandran, Zakir Wahab, Piyush Arora","9Unicorns, 3Lines VC, Hyderabad Angels",,Hyderabad,AI startup,SignalX offers an artificial intelligence-powered SaaS platform,800000.0,Seed
Krimanshi,2015,Jodhpur,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",,Jodhpur,Biotechnology company,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,600000.0,Seed
Instoried,2018,Bangalore,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",,Bangalore,AI startup,Instoried is an augmented writing platform which improves customer interest and engagement.,1000000.0,Pre-series A
Arata,2017,New Delhi,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,,New Delhi,E-commerce,Arata is an e-commerce site for beauty products and cosmetics.,1000000.0,Pre-series A
Nepra,2006,Ahmedabad,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",,Ahmedabad,CleanTech,NEPRA Resource Management provides waste management solutions in India.,18000000.0,Series C
MindTickle,2011,Pune,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital",,Pune,SaaS platform,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,100000000.0,Debt
Krimanshi,2015,Jodhpur,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",,Jodhpur,Biotechnology company,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,600000.0,Seed
Slice,2016,Bangalore,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",,Bangalore,FinTech,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,5000000.0,Debt
Rapawalk,2017,Bangalore,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",,Bangalore,E-commerce,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,300000.0,Seed
Clientjoy,2013,Gujarat,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",,Gujarat,SaaS startup,Client Management Software For Modern Agencies.,800000.0,Pre-series A
MoooFarm,2019,Gurugram,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",,Gurugram,AgriTech,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,500000.0,Pre-seed
BitClass,2020,Bangalore,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",,Bangalore,PaaS startup,BitClass is a PaaS solution which helps teachers set up their independent live classes,2000000.0,Seed
Gonuts,2020,Mumbai,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",,Mumbai,Entertainment,Personalised Video shoutouts from favourite celebrity.,400000.0,Seed
Uolo,2013,Bangalore,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",,Bangalore,EdTech,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,2000000.0,Seed
Kirana King,2014,"Jaipur, Rajastan",Anup Kumar,Rajasthan Venture Capital Fund,,"Jaipur, Rajastan",Retail,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",900000.0,Pre-series A
Ather Energy,2013,Bangalore,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,,Bangalore,Automobiles,Ather Energy is a manufacturer of electric scooters.,35000000.0,Series D
Eggoz,2016,Indore,"Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners",,Indore,Food & Bevarages,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.",1500000.0,Pre-series A
CHARGE+ZONE,2018,Gujarat,"Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,,Gujarat,EV startup,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.",3000000.0,Pre-series A
Stones2milestones,2008,Gurugram,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",,Gurugram,EdTech,Stones2milestones is India (Delhi) Based EdTech Company,2000000.0,Bridge
Udacity,2011,California,"David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",,California,EdTech,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.",75000000.0,Debt
AjnaLens,2014,Thane,"Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD",,Thane,AR/VR startup,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.",1000000.0,Bridge
Gully Network,2019,Bangalore,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",,Bangalore,E-commerce,Gully Network is a tech-enabled network of mid-sized grocery stores.,1200000.0,Pre-series A
TurboHire,2018,Hyderabad,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",,Hyderabad,Recruitment startup,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,1000000.0,Seed
Freshokartz,2016,"Jaipur, Rajastan","Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",,"Jaipur, Rajastan",AgriTech,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides",1000000.0,Pre-series A
FlexiLoans,2016,Mumbai,"Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,,Mumbai,FinTech,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",6000000.0,Debt
FreshtoHome,2015,Bangalore,Shan Kadavil,"Ascent Capital, Iron Pillar",,Bangalore,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,121000000.0,Series C
Railofy,2019,Mumbai,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi","Roots Ventures, Better Capital",,Mumbai,Transportation,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,5000000.0,Seed
Teachmint,2020,Bangalore,"Mihir, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Lightspeed India,,Bangalore,Edtech,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,3500000.0,Seed
Janani,2020,Bangalore,Nilay Mehrotra,9Unicorns,,Bangalore,Fertility tech,Janani aims to make the process of infertility treatment and assisted fertilisation easier,200000.0,Pre-seed
Credgenics,2018,Gurugram,"Anand Agrawal, Mayank Khera, Rishabh Goel","Accel, Sunder Nookala",,Gurugram,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction",3300000.0,Seed
Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran",Nexus Venture Partners and 23 High Networth Individuals (HNIs),,Bangalore,E-commerce,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",11000000.0,Series B2
mCaffeine,2015,Mumbai,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",,Mumbai,Cosmetics,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",5000000.0,Series B
Pocket FM,2018,Bangalore,Rohan Nayak,"Times Group, Lightspeed",,Bangalore,FM,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,5000000.0,Series A
Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran","Nexus Venture Partners, Capria Ventures",,Bangalore,Retail,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,11000000.0,Series B2
Origo,2010,Gurugram,"Sunoor Kaul,",Northern Arc Capital,,Gurugram,AgriTech,Provider of marketing and warehousing services for agricultural commodities.,4000000.0,Debt
GetVantage,2019,Mumbai,"Amit Srivastava, Bhavik Vasa, Sachin Tagra, Sachin Tagra","Samyakth Capital, Venture Catalysts",,Mumbai,FinTech,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,5000000.0,Seed
Betterplace,2015,Bangalore,"Saurabh Tandan, Pravin Agarwala",Jungle Ventures,,Bangalore,Tech platform,Developer of a digital verification platform designed to manage the semi-formal workforce.,10000000.0,Series B
Biddano,2016,Mumbai,Talha Shaikh,Windrose Capital,,Mumbai,Healthcare,India's 1st tech-enabled healthcare logistics platform.,600000.0,Pre-series A
InVideo,2017,Mumbai,"Harsh Vakharia, Pankit Chheda, Sanket Shah","Base Partners, Sequoia Capital India",,Mumbai,Video,InVideo enables you to transform your content into great videos.,15000000.0,Series A
Arzooo,2016,Bangalore,"Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",,Bangalore,Retail Tech,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales",7500000.0,Series A
Hubilo,2020,"San Francisco, California, United States","Mayank Agarwal, Vaibhav Jain","Nishant Rao, Jonathan Boutelle",,"San Francisco, California, United States",Tech company,World’s smartest virtual event platform that brings Experience & Intelligence together,4500000.0,Seed
BASIC Home Loan,2020,Gurugram,Atul Monga,Picus Capital,,Gurugram,FinTech,"A platform for automating home loans for middle and low-income households in India,",5000000.0,Seed
SUGAR cosmetics,2012,Mumbai,"Kasuhik Mukherjee, Vineeta Singh","A91 Partners, RB Investments Pte. Ltd",,Mumbai,Cosmetics,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,2000000.0,Debt
Tekion,2016,"San Ramon, California","Guru Sankararaman, Jay Vijayan","Alliance Ventures, Storm Ventures",,"San Ramon, California",AI startup,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,150000000.0,Series C
EzeRx,2018,Kolkata,"Amit mandahar, Chaitali roy","Indian Oil Corporation, Krishna Chakravarty",,Kolkata,Medtech,Developer and manufacturer of medical devices,200000.0,Seed
VitalTech,2018,"Plano, Texas, United States",Anjan Panneer Selvam,Tech Mahindra,,"Plano, Texas, United States",HeathTech,"VitalTech is a develop technologies that empower patients to better care for their safety,",3000000.0,Seed
Ultraviolette Automotive,2014,Bangalore,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,,Bangalore,Automobiles,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,4000000.0,Series B
Rare Planet,2015,Kolkata,"Ranodeep Saha, Vijay Kumar",Venture Catalysts,,Kolkata,Retail startup,Rare Planet sells handicrafts made by local artisans.,400000.0,Pre-series A
InnAccel,2012,Bangalore,Siraj Dhanani,Mount Judi Ventures,,Bangalore,Medtech,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",1500000.0,Pre-series A
HobSpace,2019,Mumbai,"Priya Goel Sheth, Harsh Jain",Artha Venture,,Mumbai,Edtech,India's Activity Hub for Kids,200000.0,Seed
Supplynote,2015,Noida,"Abhishek Verma, Harshit Mittal, Kumar Kushang, Nitin Prakash","MOX, SOSV",,Noida,SaaS startup,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,500000.0,Seed
ShopUp,2017,Bangaldesh,"Afeef Zaman, Ataur Rahim Chowdhury, Siffat Sarwar","Flourish Ventures, Lonsdale Capital",,Bangaldesh,E-commerce,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.",22000000.0,Series A
Dukaan,2020,Mumbai,"Subhash Choudhary, Suumit Shah","Lightspeed, Matrix Partners.",,Mumbai,Tech Startup,Developer of an android application designed for businesses to sell online.,6000000.0,Seed
Satyukt,2018,Bangalore,"Sat Tomer, Yukti Gill","NABVENTURES, Social Alpha (India)",,Bangalore,Agri tech,An agritech company that provides business to business (B2B) agricultural data,500000.0,Seed
TREAD,2020,Bangalore,Dinesh Godara,"Better Capital, Kunal Shah, Gaurav Munjal",,Bangalore,Fitness startup,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,1100000.0,Pre-seed
Anveshan,2019,Bangalore,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital,,Bangalore,FoodTech,Provide quality and healthy food products,100000.0,Pre-seed
TeaMonk,2016,Bangalore,"Amit Dutta, Ashok Mittal","Lead Angels Network, Roots Ventures",,Bangalore,Food & Bevarages,India's Finest Specialty Tea company.,900000.0,Pre-series A
Fleetx,2017,Gurugram,"Abhay Jeet Gupta, Parveen Kataria, Udbhav Rai, Vineet Sharma, Vishal Mishra","Rohit Bansal, Rohan Ranavat",,Gurugram,Tech Startup,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",3000000.0,Pre-series B
Avataa Me,2014,Bangalore,Gaurav Baid,Sequoia Capital India,,Bangalore,AR platform,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,7000000.0,Series A
Clair,2019,"New York, United States","Alex Kostecki, Erich Nussbaumer, Nico Simko","Upfront Ventures, Walkabout Ventures",,"New York, United States",FinTech,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,4500000.0,Seed
Miko,2015,Mumbai,"Chintan Raikar, Prashant Iyengar, Sneh Vaswani","Stride Ventures, YourNest Venture Capital",,Mumbai,AI startup,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",3000000.0,Pre-series B
Razorpay,2014,Bangalore,"Harshil Mathur, Shashank Kumar","Tiger Global Management, Sequoia Capital India",,Bangalore,FinTech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",100000000.0,Series D
Wow! Momo,2008,Kolkata,"Binod Kumar Homagai, Sagar Daryani, Shah Miftaur Rahman","Tiger Global Management, William Bissell",,Kolkata,Food Industry,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,5000000.0,Debt
Pepper Content,2017,Mumbai,"Anirudh Singla, Rishabh Shekhar","Alok Mittal, Manan Maheshwari",,Mumbai,Content marketplace,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,4200000.0,Series A
LIVSPACE,2014,Bangalore,"Anuj Srivastava, Ramakant Sharma, Shagufta Anurag","Mercer Investments, Bessemer Venture Partners",,Bangalore,Interior Design,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",4000000.0,Debt
Acculi Labs,2017,Bangalore,"HariPrasath M., Rupam Das",Startup Basket.,,Bangalore,Healthcare,Acculi Labs is a clinical grade smartphone based diagnostic tool,600000.0,Seed
Unnati,2017,Noida,"Amit Sinha, Ashok Prasad",NABVENTURES,,Noida,AgriTech,A helping hand to the farming community through Artificial Intelligence,1700000.0,Pre-series A
Disprz,2015,Chennai,"Kuljit Chadha, Subramanian Viswanathan","Xseed Partners, InnoVen Capital",,Chennai,Edtech,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",1600000.0,Pre-series B
Credit Wise Capital,1994,Mumbai,"Hirak Joshi, Aalesh Avlani",Venture Catalysts,,Mumbai,FinTech,CreditWise Capital is a consumer finance company.,6000000.0,Seed
Chargebee,2011,"San Francisco Bay Area, West Coast, Western US","KP Saravanan, Krish Subramanian, Rajaraman Santhanam, Thiyagarajan T","Accel, Steadview Capital",,"San Francisco Bay Area, West Coast, Western US",SaaS startup,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,55000000.0,Series F
Ergos,2012,"Samastipur, Bihar","Kishor Kumar Jha, Praveen Kumar","Aavishkaar Venture Capital, Chiratae Ventures",,"Samastipur, Bihar",AgriTech,Ergos is building an integrated supply chain by setting up micro warehouses.,5000000.0,Series A
Krishitantra,2017,Hyderabad,"Sandeep Kondaji, Vishnuprasada Bhat, Anand Bellan Raman","NABVENTURES, Omnivore",,Hyderabad,Soil-Tech,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,1000000.0,Seed
Monet Networks,2014,"Irvine, California, United States",Anurag Bist,"SenseAI Ventures, EvoNexus",,"Irvine, California, United States",AI startup,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,500000.0,Bridge
NirogStreet,2016,Gurugram,Ram N Kumar,"Wavemaker Partners, Subho Ray",,Gurugram,Ayurveda tech,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2000000.0,Pre-series A
GPS Renewables,2010,Bangalore,"Mainak, Sreekrishna","Triodos, Caspian",,Bangalore,Cleantech,To solve the urban waste problem by utilising local technologies and business models.,3000000.0,Series A
Legal Salah,2015,Kolkata,CA Abhinit Singh,I2I Capitals,,Kolkata,LegalTech,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,1000000.0,Seed
Coralogix,2013,"San Francisco, California, United States","Ariel Assaraf, Guy Kroupp, Lior Redlus, Yoni Farin","2B Angels, Janvest Capital Partners",,"San Francisco, California, United States",SaaS startup,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,25000000.0,Series B
ShipsKart,2018,New Delhi,"Dhruv Sawhney, Vivek Sahi, Sunny Bagla",Betatron,,New Delhi,E-commerce,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",200000.0,Pre-series A
SquadStack,2014,San Francisco,"Apurv Agrawal, Kanika Jain, Rishabh Ladha, Vikas Gulati","Chiratae Ventures, Blume Ventures",,San Francisco,Tech company,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",5000000.0,Series A
Financepeer,2017,Mumbai,"Debi Prasad Baral, Naveesh Reddy, Rohit Gajbhiye, Sunit Gajbhiye","Ravi Sanghvi, PitchRight Venture",,Mumbai,EdTech,Financepeer is an AI based peer to peer lending platform.,3000000.0,Pre-series A
Cashify,2009,Gurugram,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,10000000.0,Debt
Etrio,2017,Hyderabad,Deepak MV,HNIs,,Hyderabad,EV startup,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",3000000.0,Series A
StayQrious,2020,Bangalore,"Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,,Bangalore,EdTech,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",2000000.0,Seed
Sunstone Eduversity,2014,Gurugram,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,,Gurugram,EdTech,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,3000000.0,Series A
Infilect,2015,Bangalore,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",,Bangalore,SaaS startup,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,1500000.0,Pre-series A
Samunnati,2014,Chennai,Anil Kumar,"responsAbility, Accel",,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,20000000.0,Debt
Yummy Corp,2017,"Tangerang, Jawa Barat, Indonesia",Mario Suntanu,"Palm Drive Capital, Amatil X Ventures",,"Tangerang, Jawa Barat, Indonesia",Food Industry,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",12000000.0,Series B
Smallcase,2015,Bangalore,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",,Bangalore,FinTech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,13400000.0,Series B
Clairvolex,2006,California,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners",,California,Tech Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,2000000.0,Debt
Brinton,2014,California,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital",,California,HealthTech,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,1300000.0,Debt
Infarm,2013,Berlin,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",,Berlin,AgriTech,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,170000000.0,Series C
Zuper,2016,Seattle,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",,Seattle,SaaS startup,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,1100000.0,Seed
mCaffeine,2015,Mumbai,"Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",,Mumbai,Personal care startup,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2900000.0,Series B
Origa,2013,Andheri,Shrirang Tambe,"500 Startups, ah! Ventures",,Andheri,FinTech,The charioteer of your growth at all times.,2000000.0,Debt
MPL,2018,Bangalore,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,90000000.0,Series C
Onsitego,2010,Mumbai,Kunal Mahipal,"Accel, Zodius Capital",,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,30000000.0,Series B
SmartClean,2017,Singapore,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,3400000.0,Pre- series A
Servify,2015,Mumbai,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,23000000.0,Series C
ShareChat,2015,Bangalore,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",,Bangalore,Social media,ShareChat is a social networking and regional content platform.,40000000.0,Pre-series C
Rephrase.ai,2018,Bangalore,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",,Bangalore,AI,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,1500000.0,Seed
Melorra,2015,Bangalore,"Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",8090000.0,Debt
FabHotels,2014,Gurugram,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",,Gurugram,Hospitality,FabHotels is a network of 3 star budget hotels in India,1030000.0,Series B
EkAnek,2018,New Delhi,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",,New Delhi,Tech Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,5040000.0,Edge
Cub McPaws,2018,Mumbai,"Shah, Abhay Bhat",Venture Catalysts,,Mumbai,AR startup,Cub McPaws is a kids clothing brand.,800000.0,Pre-series A
Zimyo,2018,Gurgaon,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",,Gurgaon,HR Tech startup,Employee experience platform that empowers organizations to manage and retain great talent!,1500000.0,Seed
Moms Co,2016,Gurgaon,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",,Gurgaon,HealthCare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,8000000.0,Series B
DillyHub,2018,Seoul,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital",,Seoul,Publication,A service that promotes and facilitates the works of independent comic artists,1400000.0,Seed
FPL Technologies,2019,Pune,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",,Pune,FinTech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,10000000.0,Series A
