funding_year,company_name,founded_year,headquarters_city,headquarters_state,industry,about_company,founders,investor,amount_usd,funding_round
2018,Drivezy,,Bangalore,Karnataka,"Automotive, Rental, Sharing Economy",Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,,,100000000.0,Debt Financing
2018,DronaHQ,,Mumbai,Maharashtra,Mobile,DronaHQ is an enterprise mobile engagement platform.,,,500000.0,Angel
2018,Droni Tech,,Mumbai,Maharashtra,Information Technology,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,,,420000.0,Seed
2018,Droom Technology Private Limited,,Gurugram,Haryana,"Automotive, E-Commerce Platforms, Marketplace",Droom is a marketplace for automobiles and automobile services.,,,30000000.0,Series E
2018,Drstore,,Mumbai,Maharashtra,Hospital,Drstore is a exclusive e- commerce platform.,,,,Seed
2018,Dunzo,,Bangalore,Karnataka,"Customer Service, Messaging, Mobile Apps, Personalization",Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,,,840000.0,Debt Financing
2018,Duroflex Pvt. Ltd.,,Alleppey,Kerala,"Consumer Goods, Manufacturing",Duroflex Pvt. Ltd. operates as a dominant mattress player.,,,22000000.0,Private Equity
2018,EGK Foods,,Mumbai,Maharashtra,"Food and Beverage, Food Processing, Organic Food, Snack Food",A food processing enterprise registered with StartUp India .,,,240000.0,Seed
2018,ENLYFT DIGITAL SOLUTIONS PRIVATE LIMITED,,Pune,Maharashtra,â,Digital Marketing Agency,,,2400.0,Seed
2018,ERUDITUS Executive Education,,Mumbai,Maharashtra,"Continuing Education, EdTech, Education, Skill Assessment","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",,,40000000.0,Series C
2018,Earth Food,,Pune,Maharashtra,"Food and Beverage, Food Processing",Earth Food is a healthy Food Start Up.,,,768000.0,Seed
2018,Eduvanz,,Mumbai,Maharashtra,"Finance, Financial Services","Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",,,500000.0,Angel
2018,Edyoo,,Bangalore,Karnataka,Education,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",,,1000000.0,Seed
2018,Eggoz,,Indore,Madhya Pradesh,"Food and Beverage, Food Processing",Eggoz is a full-stack layer poultry business operator & service provider .,,,144000.0,Angel
2018,Ekincare,,Hyderabad,Andhra Pradesh,Medical,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,,,1500000.0,Series A
2018,ElasticRun,,Pune,Maharashtra,"Delivery, Logistics, Transportation",ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,,,7200000.0,Series B
2018,Elemential,,Mumbai,Maharashtra,"Blockchain, Developer Tools, Enterprise Software","Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",,,1000000.0,Seed
2018,Em Personal Care,,Worli,Maharashtra,Cosmetics,Em Personal Care is a Cosmetic products manufacturing Company.,,,,Seed
2018,Emflux Motors,,Bangalore,Karnataka,"Automotive, Electric Vehicle, Energy",Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,,,364846.0,Seed
2018,Emojifi,,Bangalore,Karnataka,Internet,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",,,,Seed
2018,Enakshi,,Ahmedabad,Gujarat,Fashion,Enakshi is an online apparel brand for women.,,,96000.0,Seed
2018,Entropik Technology,,Bangalore,Karnataka,"Artificial Intelligence, Computer, Machine Learning",The boundaries between Human and Machines are shrinking fast.,,,1100000.0,Seed
2018,Eunimart,,Hyderabad,Andhra Pradesh,"E-Commerce Platforms, Retail, SaaS",Eunimart is a one stop solution for merchants to create a difference by selling globally.,,,,Seed
2018,Eupheus Learning,,Delhi,Delhi,"E-Learning, EdTech, Education",Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,,,,Seed
2018,FLEECA,,Jaipur,Rajasthan,â,FLEECA is a Tyre Care Provider company.,,,,Seed
2018,FabAlley,,Noida,Uttar Pradesh,"E-Commerce, Fashion, Lifestyle","FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",,,7200000.0,Series B
2018,Faclon Labs,,Mumbai,Maharashtra,"Cloud Computing, Computer, Software",Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,,,,Seed
2018,FarmTaaza,,Bangalore,Karnataka,"Agriculture, Farmers Market, Farming",Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,,,,Series A
2018,FarmersFZ,,Kochi,Kerala,Agriculture,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,,,,Seed
2018,Fasal,,Bangalore,Karnataka,"Agriculture, AgTech, Artificial Intelligence, Internet of Things, Machine Learning",Climate Smart Precision Agriculture Platform,,,120000.0,Seed
2018,FastFox,,Gurugram,Haryana,Rental,FastFox: Market Network for Home Rentals (India),,,1200000.0,Series A
2018,FeedMyPockets,,Bangalore City,Karnataka,"Advertising, Human Resources, Marketing",On Demand Staffing Platform,,,528000.0,Seed
2018,Fincash.com,,Mumbai,Maharashtra,Wealth Management,A startup in the personal finance space in India .,,,150000.0,Seed
2018,Finwego,,Chennai,Tamil Nadu,â,Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,,,,Seed
2018,Finzy,,Bangalore,Karnataka,"Financial Services, Lending",finzy is the premier peer to peer lending solution in India.,,,1300000.0,Seed
2018,Fitternity,,Mumbai,Maharashtra,"Fitness, Health Care, Wellness",India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,,,2000000.0,Seed
2018,Fixpocket,,Ahmedabad,Gujarat,"Computer, Digital Marketing, Facilities Support Services, Graphic Design, Internet, Mobile Apps, Social Media Marketing, Web Development",Fixpocket is a internet-based startup.,,,250000.0,Seed
2018,Flathalt,,Gurugram,Haryana,â,FInd your Customized Home here.,,,50000.0,Angel
2018,Flickstree,,Mumbai,Maharashtra,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming","Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",,,,Seed
2018,Flock,,India,Asia,"Apps, Collaboration, Developer Platform, Enterprise Software, Messaging, Productivity Tools, Video Chat",Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,,,,Seed
2018,Flyrobe,,Mumbai,Maharashtra,"Fashion, Lifestyle, Rental",Flyrobe is an on-demand apparel rental platform that provides premium designer wear.,,,3168000.0,Series B
2018,Food Memories,,Ahmedabad,Gujarat,"Food and Beverage, Food Processing",Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,,,,Seed
2018,FoodBuddy,,Belgaum,Karnataka,"Food Delivery, Online Portals, Restaurants","FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",,,720000.0,Seed
2018,Forum for Innovation Incubation Research and Entrepreneurship,,MargÃ£o,Goa,"Funding Platform, Incubators, Non Profit","FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",,,1230000.0,Grant
2018,Foyr,,Pune,Maharashtra,"Home Decor, Interior Design","Foyr.com is India's first online, automated interior designer",,,4200000.0,Series A
2018,FreightBazaar,,Hyderabad,Andhra Pradesh,Transportation,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,,,,Seed
2018,FreightBro,,Mumbai,Maharashtra,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Software for the new-age freight,,,,Seed
2018,Freightwalla,,Mumbai,Maharashtra,"Information Services, Information Technology",Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,,,,Seed
2018,Freshboxx,,Hubli,Karnataka,Food Delivery,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",,,,Seed
2018,Freyr Energy,,Hyderabad,Andhra Pradesh,"Energy, Environmental Consulting, Renewable Energy, Solar","Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",,,1500000.0,Series A
2018,Fric Bergen,,Alwar,Rajasthan,â,Fric Bergen is a leader in the specialty food industry.,,,,Venture - Series Unknown
2018,Furlenco,,Bangalore,Karnataka,"Consumer, Furniture, Home Decor, Home Improvement",Furlenco is a Bangalore-based company that offers a home furniture subscription program.,,,,Series C
2018,Fusion Microfinance,,New Delhi,Delhi,"Banking, Finance, Financial Services",Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,,,62400000.0,Series E
2018,Fyle,,Bangalore,Karnataka,"Accounting, Business Information Systems, Business Travel, Finance, SaaS",Fyle is an intelligent expense management platform for enterprises.,,,1100000.0,Seed
2018,Gaia Smart Cities,,Mumbai,Maharashtra,"Smart Cities, Telecommunications",Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,,,,Seed
2018,GalaxyCard,,Noida,Uttar Pradesh,"Finance, Financial Services, FinTech",GalaxyCard is a mobile based Instant credit card.,,,,Seed
2018,GamingMonk,,New Delhi,Delhi,"eSports, Gaming, Video Games","GamingMonk is an eSports gaming company based out of New Delhi, India.",,,480000.0,Series A
2018,Gegadyne Energy,,Mumbai,Maharashtra,"Automotive, Battery, Energy, Energy Storage",A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,,,,Angel
2018,GenRobotic,,Trivandrum,Kerala,Market Research,A Robotic Company.,,,,Seed
2018,Generico,,Mumbai,Maharashtra,"Health Care, Medical, Pharmaceutical",Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,,,,Series A
2018,Go Payments,,Mumbai,Maharashtra,"Information Services, Information Technology",Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,,,,Corporate Round
2018,GoBolt,,New Delhi,Delhi,"Logistics, Railroad, Transportation",Delhi-based logistics technology.,,,4800000.0,Venture - Series Unknown
2018,GoBumpr,,Mylapore,Tamil Nadu,"Automotive, E-Commerce, Mobile",Car Service and Bike Service Mobile App,,,600000.0,Seed
2018,GoGaga,,Bangalore City,Karnataka,"Dating, Private Social Networking",GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,,,40000.0,Non-equity Assistance
2018,GoZefo,,Bangalore,Karnataka,"Computer, Furniture, Software",Startup working on a white space in the eCommerce industry.,,,2520000.0,Venture - Series Unknown
2018,Goals101,,Delhi,Delhi,Financial Services,Goals101 is a one of the fastest growing big-data platforms.,,,3500000.0,Seed
2018,Gramophone,,Indore,Madhya Pradesh,Farming,An agricultural inputs startup Company.,,,1000000.0,Seed
2018,Groww,,Kormangala,Karnataka,"Finance, Impact Investing, Internet",Groww offers a new way of investing money.,,,120000.0,Seed
2018,Guardian.in,,Mumbai,Maharashtra,Health Care,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,,,,Seed
2018,Gugu,,Coimbatore,Tamil Nadu,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,,,250000.0,Seed
2018,Guiddoo World,,Mumbai,Maharashtra,"Audio, Mobile, Tourism, Travel",We build In-Destination Experiences!,,,800000.0,Seed
2018,GuruQ,,New Delhi,Delhi,Reading Apps,A one of its kind digital integrated platform connecting tutors and students.,,,300000.0,Seed
2018,Haazri,,Mumbai,Maharashtra,"Food and Beverage, Snack Food, Tea",Haazri is a tea and snack quick service restaurant startup,,,150000.0,Seed
2018,HalaPlay Technologies,,Bangalore,Karnataka,"Digital Entertainment, Fantasy Sports, Sports",A daily fantasy sports platform.,,,5000000.0,Series A
2018,Hansel.io,,Bangalore,Karnataka,"Mobile, Mobile Apps, Personalization, Test and Measurement, Web Apps","Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",,,4000000.0,Series A
2018,Happy Cow Dairy,,Mumbai,Maharashtra,"Agriculture, Farming",A startup which aggregates milk from dairy farmers in rural Maharashtra.,,,480000.0,Seed
2018,HappyEMI,,Bangalore,Karnataka,"Consumer, Financial Services, FinTech",HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,,,1000000.0,Seed
2018,Happyeasygo Group,,Haryana,Haryana,"Tourism, Travel",HappyEasyGo is an online travel domain.,,,,Series A
2018,Hashtag Loyalty Private Limited,,Mumbai,Maharashtra,"Analytics, CRM, Loyalty Programs, Machine Learning, Marketing Automation, Retail Technology, SaaS, Small and Medium Businesses",Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses.,,,,Seed
2018,Hasura,,Bangalore,Karnataka,"Cloud Infrastructure, PaaS, SaaS","Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",,,1600000.0,Seed
2018,HealWell24,,Mumbai,Maharashtra,"Dental, Elder Care, Health Care, Home Health Care, Personal Health","HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",,,200000.0,Seed
2018,HealthAssure,,Mumbai,Maharashtra,"Fitness, Health Care, Wellness",HealthAssure provides access to Discounted & High Quality primary care medical network.,,,1000000.0,Seed
2018,HealthPlix,,Bangalore,Karnataka,"Fitness, Health Care, Wellness",HealthPlix is a healthtech startup,,,3000000.0,Series A
2018,HealthifyMe,,Bangalore,Karnataka,"Apps, Fitness, Health Care, mHealth",HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,,,6000000.0,Series B
2018,Healthkart,,Gurugram,Haryana,"E-Commerce, Fitness, Health Care","The one stop shop for health, fitness & beauty.",,,10000000.0,Venture - Series Unknown
2018,Heelium,,Pune,Maharashtra,"Fitness, Sporting Goods, Sports",Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability.,,,,Seed
2018,HelloVerify,,Noida,Uttar Pradesh,"Fraud Detection, Information Services, Security",HelloVerify is an online background check platform.,,,,Seed
2018,Hero Electric,,New Delhi,Delhi,Manufacturing,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",,,19200000.0,Venture - Series Unknown
2018,Hey Deedee,,Mumbai,Maharashtra,"Delivery Service, Logistics, Service Industry",Hey Deedee is a Mumbai-based company that provides solutions to parcel delivery problems.,,,396000.0,Seed
2018,HeyHolidays,,Bangalore,Karnataka,"Tourism, Travel","HeyHolidays, a global player in online vacation rentals.",,,1000000.0,Seed
2018,Hippo Video,,Chennai,Tamil Nadu,"Customer Service, Software, Video, Video Streaming",A video recording and sharing software.,,,,Seed
2018,Hospals,,New Delhi,Delhi,"Medical, Tourism",Hospals is a medical tourism company.,,,1500000.0,Seed
2018,Housejoy,,Bangalore,Karnataka,"Beauty, Fitness, Home Services, Internet",Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,,,3240000.0,Series B
2018,HousingMan.com,,Bangalore,Karnataka,â,"New Apartments, Flats for Sale in Bangalore",,,1236000.0,Seed
2018,Hubhopper,,Delhi,Delhi,"Internet, Social News, Sports",Get your daily dose of interest as summaries from news and magazine stories .,,,500000.0,Series A
2018,Huddle,,Haryana,Haryana,Consulting,A coworking incubator Company.,,,300000.0,Seed
